GPS1,GPS2,Species,Group,Time,General Location,Comments 
205960,62024,Redtails,KASEMBO,NA,Z/1,
205960,62024,Redtails,KASEMBO,NA,Z/1,GPS Satellites failed 
206035,62104,Redtails,KASEMBO,NA,Z/ Blaze,
206035,62104,Redtails,KASEMBO,NA,Z/ Blaze,
206035,62104,Redtails,KASEMBO,NA,Z/ Blaze,
206035,62104,Redtails,KASEMBO,NA,Z/ Blaze,
206035,62104,Redtails,KASEMBO,NA,Z/ Blaze,
206035,62104,Redtails,KASEMBO,NA,Z/ Blaze,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,Group found in same location and stayed in same location 
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205952,62113,Redtails,KASEMBO,NA,Z/ extenstion ,
205831,62618,Black and whites,Camp,NA,Logged area behind KCP,
205831,62618,Black and whites,,NA,Logged area behind KCP,
205831,62618,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205717,62490,Black and whites,,NA,Logged area behind KCP,
205793,62528,Black and whites,Camp,NA,Behind basuta's house,
205793,62528,Black and whites,,NA,Behind basuta's house,
205793,62528,Black and whites,,NA,Behind basuta's house,
205793,62528,Black and whites,,NA,Behind basuta's house,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205727,62364,Black and whites,,NA,middle camp/karambi rd.,
205772,62349,Black and whites,Camp,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205772,62349,Black and whites,,NA,Trail 3/middle camp,
205833,62444,Black and whites,,NA,Trail 4,
205833,62444,Black and whites,,NA,Trail 4,
205833,62444,Black and whites,,NA,Trail 4,
205833,62444,Black and whites,,NA,Trail 4,
205752,62475,Black and whites,,NA,Basuta's house,
205444,62484,Black and whites,Camp,NA,Basuta's house,
205444,62484,Black and whites,,NA,Basuta's house,
205444,62484,Black and whites,,NA,Basuta's house,
205444,62484,Black and whites,,NA,Basuta's house,
205444,62484,Black and whites,,NA,Basuta's house,
205702,62435,Black and whites,,NA,Road to Patrick's house,
205702,62435,Black and whites,,NA,Road to Patrick's house,
205702,62435,Black and whites,,NA,Road to Patrick's house,
205702,62435,Black and whites,,NA,Road to Patrick's house,
205702,62435,Black and whites,,NA,Road to Patrick's house,
205444,62484,Black and whites,,NA,Basuta's house,
205444,62484,Black and whites,,NA,Basuta's house,
205444,62484,Black and whites,,NA,Basuta's house,
205822,62262,Black and whites,ZUK,NA,R Extension/Blaze,
205822,62262,Black and whites,,NA,R Extension/Blaze,
205822,62262,Black and whites,,NA,R Extension/Blaze,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205790,62308,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,ZUK,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205770,62257,Black and whites,,NA,Blaze trail,
205780,62080,Black and whites,,NA,MUBFS laboratory,
205780,62080,Black and whites,,NA,MUBFS laboratory,
205744,62040,Black and whites,,NA,In front of open house,
205842,62076,Black and whites,,NA,Near MUBFS last dorm,
205842,62076,Black and whites,,NA,Near MUBFS last dorm,
205859,62050,Black and whites,ZUK,NA,Behind MUBFS dorms,
205859,62050,Black and whites,,NA,Behind MUBFS dorms,
205859,62050,Black and whites,,NA,Behind MUBFS dorms,
205859,62050,Black and whites,,NA,Behind MUBFS dorms,
205859,62050,Black and whites,,NA,Behind MUBFS dorms,
205859,62050,Black and whites,,NA,Behind MUBFS dorms,
205848,61982,Black and whites,,NA,logged area behind trail,
205848,61982,Black and whites,,NA,logged area behind trail,
205848,61982,Black and whites,,NA,logged area behind trail,
205848,61982,Black and whites,,NA,logged area behind trail,
205848,61982,Black and whites,,NA,logged area behind trail,
205908,61941,Black and whites,,NA,logged area btwn Z & F Trail,
205848,62021,Black and whites,KSB,NA,MUBFS tank,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205815,61962,Black and whites,,NA,Logged/ F,
205848,62021,Black and whites,,NA,MUBFS tank,
205848,62021,Black and whites,,NA,MUBFS tank,
205785,62079,Black and whites,,NA,MUBFS dorm,
205785,62079,Black and whites,,NA,MUBFS dorm,
205710,62078,Black and whites,KSB,NA,MUBFS Lab ,GPS 1 probably wrong
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,
205710,62078,Black and whites,,NA,MUBFS Lab ,same place all day
205866,62026,Black and whites,KSB,NA,MUBFS Tank,
205866,62026,Black and whites,,NA,MUBFS Tank,
205796,62008,Black and whites,,NA,White house,
205796,62008,Black and whites,,NA,White house,
205796,62008,Black and whites,,NA,White house,
205796,62008,Black and whites,,NA,White house,
205750,62032,Black and whites,,NA,MUBFS compound,
205750,62032,Black and whites,,NA,MUBFS compound,
205750,62032,Black and whites,,NA,MUBFS compound,
205714,61987,Black and whites,,NA,OPP museum,
205714,61987,Black and whites,,NA,OPP museum,
205714,61987,Black and whites,,NA,OPP museum,
205714,61987,Black and whites,,NA,Botanical,
205642,62010,Black and whites,KSB,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205642,62010,Black and whites,,NA,Botanical Gardens ,
205715,62187,Black and whites,KSB,NA,middle camp,
205715,62187,Black and whites,,NA,middle camp,
205715,62187,Black and whites,,NA,middle camp,
205766,62199,Black and whites,,NA,MUBFS toilets,
205766,62199,Black and whites,,NA,MUBFS toilets,
205715,62187,Black and whites,,NA,Middle camp,
205715,62187,Black and whites,,NA,Middle camp,
205715,62187,Black and whites,,NA,Middle camp,
205715,62187,Black and whites,,NA,Middle camp,
205715,62187,Black and whites,,NA,Middle camp,
205768,62223,Black and whites,,NA,middle camp,
205811,62233,Black and whites,,NA,middle camp,
205811,62233,Black and whites,,NA,middle camp,
205808,62232,Black and whites,NA,NA,Sumbers house,
205808,62232,Black and whites,,NA,Sumbers house,
205808,62232,Black and whites,,NA,Sumbers house,
205808,62232,Black and whites,,NA,Sumbers house,
205808,62232,Black and whites,,NA,Sumbers house,
205808,62232,Black and whites,,NA,Sumbers house,
205808,62232,Black and whites,,NA,Sumbers house,
205775,62070,Black and whites,,NA,MUBFS lab,
205775,62070,Black and whites,,NA,MUBFS lab,
205775,62070,Black and whites,,NA,MUBFS lab,
205837,62064,Black and whites,,NA,MUBFS dorm,
205837,62064,Black and whites,,NA,MUBFS dorm,
205837,62064,Black and whites,,NA,MUBFS dorm,
206989,62401,Mangabeys,LC2,7:56,S/6,"Weather: Cloudy, Partly cloudy, Sunny, Partly cloudy, Sunny"
205989,62401,Mangabeys,LC2,8:56,S/6,
205901,62494,Mangabeys,LC2,9:56,6/Kerambi Rd,
205901,62494,Mangabeys,LC2,10:56,6/Kerambi Rd,
205981,62520,Mangabeys,LC2,11:56,0/Kerambi Rd,
205998,62620,Mangabeys,LC2,12:56,Btn 9/Census & P,
205998,62620,Mangabeys,LC2,13:56,Btn 9/Census & P,
205998,62620,Mangabeys,LC2,14:56,Btn 9/Census & P,
205998,62620,Mangabeys,LC2,15:56,Btn 9/Census & P,
205981,62520,Mangabeys,LC2,16:56,0/Kermabi Rd ,
205998,62620,Mangabeys,LC2,17:56,Census -P/9,
205998,62620,Mangabeys,LC2,18:47,Census -P/9,
206212,62725,Mangabeys,LC1,7:40,Q/10,"Weather: Clear, Sunny, Partly cloudy "
206212,62725,Mangabeys,LC1,8:40,Q/10,
206097,62922,Mangabeys,LC1,9:40,N/16,
206123,63056,Mangabeys,LC1,10:40,Trail M,
206123,63056,Mangabeys,LC1,11:40,Trail M,
206096,63167,Mangabeys,LC1,12:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,13:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,14:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,15:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,16:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,17:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,18:40,Opp. 23/ Census Rd.,
206096,63167,Mangabeys,LC1,18:50,Opp. 23/ Census Rd.,
205811,63244,Mangabeys,LC2,8:32,D/600,Group found 
205837,63394,Mangabeys,LC2,9:32,F/700,
205837,63394,Mangabeys,LC2,10:32,F/700,
205837,63394,Mangabeys,LC2,11:32,F/700,
205861,63450,Mangabeys,LC2,12:32,F/800,
205861,63450,Mangabeys,LC2,13:32,F/800,
205837,63394,Mangabeys,LC2,14:32,F/700,
205837,63394,Mangabeys,LC2,15:32,F/700,
205801,63316,Mangabeys,LC2,16:32,F/mikana road,
205868,63268,Mangabeys,LC2,17:32,D/mikana road,
205837,63394,Mangabeys,LC2,18:32,F/700,
205837,63394,Mangabeys,LC2,18:53,F/700,
206101,63674,Mangabeys,LC2,8:03,T/7,"Weather: Cloudy, Clear, Sunny, Partly cloudy, Raining "
205978,62424,Mangabeys,LC2,9:03,R/6,GPS Satellites failed 
205978,62424,Mangabeys,LC2,10:03,R/6,Weather: Cloudy and Drippling 
205868,62397,Mangabeys,LC2,11:03,Q/4,
205868,62397,Mangabeys,LC2,12:03,Q/4,
205891,62500,Mangabeys,LC2,13:03,6/ Karambi road,
205990,62553,Mangabeys,LC2,14:03,8/ census road,
205990,62553,Mangabeys,LC2,15:03,8/ census road,
205990,62553,Mangabeys,LC2,16:03,Q/10,
206158,62624,Mangabeys,LC2,17:03,R/12,
206158,62624,Mangabeys,LC2,18:03,R/12,
206227,62686,Mangabeys,LC2,19:00,R/14,
206327,62613,Mangabeys,LC2,7:35,T/14,Group found 
206327,62613,Mangabeys,LC2,8:35,T/14,
206209,62417,Mangabeys,LC2,9:35,W/10,
206073,62378,Mangabeys,LC2,10:35,7-Apr,
205971,62421,Mangabeys,LC2,11:35,R/6,
205971,62421,Mangabeys,LC2,12:35,R/6,
206047,62520,Mangabeys,LC2,13:35,R/ Karambi road,
206095,62620,Mangabeys,LC2,14:35,Q/10,
206905,62620,Mangabeys,LC2,15:35,Q/10,
206905,62620,Mangabeys,LC2,16:35,Q/10,
206174,62656,Mangabeys,LC2,17:35,R/13,
206174,62656,Mangabeys,LC2,18:35,R/13,
206174,62656,Mangabeys,LC2,18:53,R/13,
206160,62482,Mangabeys,LC2,7:30,T/ Karambi Rd. ,"Weather: Clear, Sunny, Partly cloudy, Sunny, Partly cloudy"
206109,62378,Mangabeys,LC2,8:30,U/7,
205938,62396,Mangabeys,LC2,9:30,R/5,
205868,62394,Mangabeys,LC2,10:30,Q/4,
205868,62394,Mangabeys,LC2,11:30,Q/4,
205833,62467,Mangabeys,LC2,12:30,5/ Karambi road,
205763,62436,Mangabeys,LC2,13:30,Opp. Jess's house ,
205763,62436,Mangabeys,LC2,14:30,Opp. Jess's house ,
205779,62581,Mangabeys,LC2,15:30,Trail Bhd KCP (logged area),
205779,62581,Mangabeys,LC2,16:30,Trail Bhd KCP (logged area),
205779,62581,Mangabeys,LC2,17:30,Trail Bhd KCP (logged area),
205833,62467,Mangabeys,LC2,18:30,5/ Karambi Road,
205833,62467,Mangabeys,LC2,19:00,5/ Karambi Road,
206292,62034,Mangabeys,But.1,7:58,E/ Karmabi Rd ,"Weather: Clear, sunny, satellites failed"
206292,62034,Mangabeys,But.1,8:58,E/ Karmabi Rd ,Weather: Sunny
206185,61957,Mangabeys,But.1,9:58,D/4,Satellites failed 
206185,61957,Mangabeys,But.1,10:58,52/Q/E,
206185,61957,Mangabeys,But.1,11:58,H/-1,
206185,61957,Mangabeys,But.1,12:58,O/17,
206185,61957,Mangabeys,But.1,13:58,M/B,
206185,61957,Mangabeys,But.1,14:58,K/1,
206448,61757,Mangabeys,But.1,15:58,K/4,
206433,61917,Mangabeys,But.1,16:58,6/ Karambi Road,
206433,61917,Mangabeys,But.1,17:58,G/9,
206433,61917,Mangabeys,But.1,18:40,G/9,
206298,62075,Mangabeys,But.1,7:57,D/Karambi Rd. ,Group found 
206298,62075,Mangabeys,But.1,8:57,D/Karambi Rd. ,
206298,62075,Mangabeys,But.1,9:57,D/Karambi Rd. ,
206234,62095,Mangabeys,But.1,10:57,C/6,
206234,62095,Mangabeys,But.1,11:57,C/6,
206360,62207,Mangabeys,But.1,12:57,C/9,
206492,62197,Mangabeys,But.1,13:57,E/11,
206558,62214,Mangabeys,But.1,14:57,F/12,
206646,62180,Mangabeys,But.1,15:57,Q/10,
206646,62180,Mangabeys,But.1,16:13,Q/10,
206308,61956,Mangabeys,But.1 ,8:20,F/ Karambi Rd,"Weather: Sunny, Partly cloudy, Sunny"
206213,61791,Mangabeys,But.1 ,9:20,G/2,GPS ran out of batteries 
206164,61682,Mangabeys,But.1 ,10:20,H/0,
206240,61702,Mangabeys,But.1 ,11:20,H/1,
206238,61859,Mangabeys,But.1 ,12:20,F-G/3,
206238,61859,Mangabeys,But.1 ,13:20,F-G/3,
206240,62021,Mangabeys,But.1 ,14:20,D/5,
206240,62021,Mangabeys,But.1 ,15:20,C/6,
206240,62021,Mangabeys,But.1 ,16:20,C/6,
206240,62021,Mangabeys,But.1 ,17:20,C/6,
206240,62021,Mangabeys,But.1 ,18:20,B/6,
206240,62021,Mangabeys,But.1 ,18:55,B/6,
206863,62652,Mangabeys,N/A,7:46,C/23,"Weather: Clear, sunny, partly cloudy, cloudy, sunny"
206863,62652,Mangabeys,N/A,8:46,C/23,
206993,62617,Mangabeys,N/A,9:46,F/ GLT,
207101,62606,Mangabeys,N/A,10:46,I/ GLT Area,
207101,62606,Mangabeys,N/A,11:46,I/ GLT Area,
207101,62606,Mangabeys,N/A,12:46,I/ GLT Area,
207121,62421,Mangabeys,N/A,13:46,24/GLT,
206984,62416,Mangabeys,N/A,14:46,GLT/KCP Trail,
206801,62519,Mangabeys,N/A,15:46,E/20,
206801,62519,Mangabeys,N/A,16:46,E/20,
206801,62519,Mangabeys,N/A,17:46,E/20,
206801,62519,Mangabeys,N/A,18:46,C/19,
206801,62519,Mangabeys,N/A,18:50,C/19,
