Date,GPS1,GPS2,Species,Group,Time,General Location,Comments 
2017-03-16,206334,62056,Redtails,KUS,NA,D/Karambi,
2017-03-16,206230,62091,Redtails,KUS,NA,C/6,
2017-03-16,206230,62091,Redtails,KUS,NA,C/6,
2017-03-16,206230,62091,Redtails,KUS,NA,C/6,
2017-03-16,206334,62056,Redtails,KUS,NA,D/Karambi,
2017-03-16,206366,62055,Redtails,KUS,NA,E/7,
2017-03-16,206469,62071,Redtails,KUS,NA,G/9,
2017-03-16,206473,62074,Redtails,KUS,NA,G/9,
2017-03-16,206527,62162,Redtails,KUS,NA,F/11,
2017-03-16,206527,62162,Redtails,KUS,NA,F/11,
2017-03-16,206527,62162,Redtails,KUS,NA,F/11,
2017-03-17,206548,62277,Redtails,KUS,NA,Butanzi,
2017-03-17,206464,62206,Redtails,KUS,NA,C/10,
2017-03-17,206328,62155,Redtails,KUS,NA,C/Karambi,
2017-03-17,206250,62183,Redtails,KUS,NA,B/7,
2017-03-17,206339,62285,Redtails,KUS,NA,B/Karambi,
2017-03-21,205990,62546,Redtails,SUK,NA,Q/9,
2017-03-21,206060,62585,Redtails,SUK,NA,P/11,
2017-03-21,206012,62672,Redtails,SUK,NA,O/11,
2017-03-21,206012,62672,Redtails,SUK,NA,O/11,
2017-03-21,206123,62745,Redtails,SUK,NA,P/13,
2017-03-21,206156,62736,Redtails,SUK,NA,Q/14,
2017-03-21,206156,62736,Redtails,SUK,NA,P/14,
2017-03-21,206174,62738,Redtails,SUK,NA,Q/14,
2017-03-21,206239,62749,Redtails,SUK,NA,Q/16,
2017-03-21,206201,62650,Redtails,SUK,NA,R/13,
2017-03-21,206201,62650,Redtails,SUK,NA,R/13,
2017-03-21,206201,62650,Redtails,SUK,NA,R/13,
2017-03-22,206352,62677,Redtails,SUK,NA,S/16,
2017-03-22,206378,62515,Redtails,SUK,NA,X/14,
2017-03-22,206382,62450,Redtails,SUK,NA,Y/13,
2017-03-22,206408,62605,Redtails,SUK,NA,V/16,
2017-03-22,206408,62605,Redtails,SUK,NA,V/16,
2017-03-22,206390,62688,Redtails,SUK,NA,T/17,
2017-03-22,205341,62720,Redtails,SUK,NA,S/17,
2017-03-22,205341,62720,Redtails,SUK,NA,P/14,
2017-03-22,206012,62675,Redtails,SUK,NA,O/10,
2017-03-22,206012,62675,Redtails,SUK,NA,O/10,
2017-03-22,206012,62675,Redtails,SUK,NA,O/10,
2017-03-23,206249,62540,Redtails,SUK,NA,T/13,
2017-03-23,206290,62504,Redtails,SUK,NA,R/13,
2017-03-23,206335,62559,Redtails,SUK,NA,R/14,
2017-03-23,206386,62746,Redtails,SUK,NA,R/18,
2017-03-23,206386,62746,Redtails,SUK,NA,R/18,
2017-03-23,206325,62698,Redtails,SUK,NA,S/16,
2017-03-23,206250,62594,Redtails,SUK,NA,S/13,
2017-03-23,206250,62594,Redtails,SUK,NA,S/13,
2017-03-25,206158,62570,Redtails,SUK,NA,S/11,
2017-03-25,206230,62639,Redtails,SUK,NA,S/13,
2017-03-25,206230,62639,Redtails,SUK,NA,S/13,
2017-03-25,206230,62639,Redtails,SUK,NA,S/13,
2017-03-25,206097,62520,Redtails,SUK,NA,S/9,
2017-03-25,206097,62520,Redtails,SUK,NA,S/9,
2017-03-25,205958,62455,Redtails,SUK,NA,Q/6,
2017-03-25,205916,62485,Redtails,SUK,NA,Q/Karambi,
2017-03-25,205775,62387,Redtails,SUK,NA,Blaze,
2017-03-27,205771,62381,Redtails,KYO,NA,Trawl/1,
2017-03-27,205729,62357,Redtails,KYO,NA,Middle camp,
2017-03-27,205646,62468,Redtails,KYO,NA,Nursory,
2017-03-27,205607,62507,Redtails,KYO,NA,Nursory logged,
2017-03-27,205607,62507,Redtails,KYO,NA,Nursory logged,
2017-03-27,205607,62507,Redtails,KYO,NA,Nursory logged,
2017-03-27,205646,62468,Redtails,KYO,NA,Nursory,
2017-03-27,205646,62468,Redtails,KYO,NA,Nursory,
2017-03-27,205729,62357,Redtails,KYO,NA,Middle camp,
2017-03-28,205676,62203,Redtails,KYO,NA,OPP middle camp logged,
2017-03-28,205676,62203,Redtails,KYO,NA,OPP middle camp logged,
2017-03-28,205676,62203,Redtails,KYO,NA,OPP middle camp logged,
2017-03-28,205759,62320,Redtails,KYO,NA,middle camp,
2017-03-28,205825,62215,Redtails,KYO,NA,MUBFS,
2017-03-28,205825,62215,Redtails,KYO,NA,MUBFS,
2017-03-28,205825,62215,Redtails,KYO,NA,MUBFS,
2017-03-28,205900,62170,Redtails,KYO,NA,Baboon trail,
2017-03-28,205900,62170,Redtails,KYO,NA,Baboon trail,
2017-03-28,205900,62170,Redtails,KYO,NA,Baboon trail,
2017-03-28,205900,62170,Redtails,KYO,NA,Baboon trail,
2017-03-28,205900,62170,Redtails,KYO,NA,Baboon trail,
2017-03-29,205772,62310,Redtails,KYO,NA,Middle camp,
2017-03-29,205772,62310,Redtails,KYO,NA,Middle camp,
2017-03-29,205661,62387,Redtails,KYO,NA,Nursery logged,
2017-03-29,205568,62304,Redtails,KYO,NA,Tea swamp trail,
2017-03-29,205568,62304,Redtails,KYO,NA,Tea swamp trail,
2017-03-29,205568,62304,Redtails,KYO,NA,Tea swamp trail,
2017-03-29,205568,62304,Redtails,KYO,NA,Tea swamp trail,
2017-03-29,205476,62369,Redtails,KYO,NA,Tea swamp trail,
2017-03-29,205476,62369,Redtails,KYO,NA,Tea swamp trail,
2017-03-30,205704,62306,Redtails,KYO,NA,middle camp,Group lost
2017-03-30,205704,62306,Redtails,KYO,NA,middle camp,
2017-03-30,205573,62219,Redtails,KYO,NA,park boundary,
2017-11-04,206364,62319,Redtails,KUS,NA,Karambi Rd,
2017-11-04,206364,62319,Redtails,KUS,NA,Karambi Rd,
2017-11-04,206486,62621,Redtails,KUS,NA,V/17,
2017-11-04,206486,62621,Redtails,KUS,NA,V/17,
2017-11-04,206486,62621,Redtails,KUS,NA,V/17,
2017-11-04,206358,62428,Redtails,KUS,NA,Z/12,
2017-11-04,206358,62428,Redtails,KUS,NA,Z/12,
2017-11-04,206358,62428,Redtails,KUS,NA,Z/12,
2017-11-04,206319,62103,Redtails,KUS,NA,Karambi Rd.,
2017-11-04,206319,62103,Redtails,KUS,NA,Karambi Rd.,
2017-11-04,206319,62103,Redtails,KUS,NA,Karambi Rd.,
2017-11-04,206319,62103,Redtails,KUS,NA,Karambi Rd.,
2017-12-04,206274,62135,Redtails,KUS,NA,C/7,
2017-12-04,206294,62089,Redtails,KUS,NA,D/7,
2017-12-04,206228,62116,Redtails,KUS,NA,D/6,
2017-12-04,206287,62282,Redtails,KUS,NA,Z/9,
2017-12-04,206236,62412,Redtails,KUS,NA,W/10,
2017-12-04,206300,62507,Redtails,KUS,NA,T/13,
2017-12-04,206300,62507,Redtails,KUS,NA,T/13,
2017-12-04,206300,62507,Redtails,KUS,NA,T/13,
2017-12-04,206300,62507,Redtails,KUS,NA,T/13,
2017-12-04,206300,62507,Redtails,KUS,NA,T/13,
2017-12-04,206300,62507,Redtails,KUS,NA,T/13,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205859,62499,Redtails,SUK,NA,Karambi rd.,
2017-04-19,205875,62545,Redtails,SUK,NA,Logged Neau trail/12,
2017-04-19,205875,62545,Redtails,SUK,NA,Logged Neau trail/12,
2017-04-19,205875,62545,Redtails,SUK,NA,Logged Neau trail/12,
2017-04-19,205875,62545,Redtails,SUK,NA,Logged Neau trail/12,
2017-04-19,205875,62545,Redtails,SUK,NA,Logged Neau trail/12,
2017-04-20,205969,62604,Redtails,SUK,NA,Census rd.,
2017-04-20,206001,62530,Redtails,SUK,NA,Q/Karambi,
2017-04-20,205886,62516,Redtails,SUK,NA,Q/10,
2017-04-20,205886,62516,Redtails,SUK,NA,Karambi rd.,
2017-04-20,205886,62516,Redtails,SUK,NA,Karambi rd.,
2017-04-20,205886,62516,Redtails,SUK,NA,Karambi rd.,
2017-04-20,205852,62426,Redtails,SUK,NA,Trail 4/Karambi,
2017-04-20,205852,62426,Redtails,SUK,NA,Trail 4/Karambi,
2017-04-20,205852,62426,Redtails,SUK,NA,Trail 4/Karambi,
2017-04-20,205852,62426,Redtails,SUK,NA,Trail 4/Karambi,
2017-04-20,205969,62604,Redtails,SUK,NA,Census rd.,
2017-04-20,205969,62604,Redtails,SUK,NA,Census rd.,
2017-04-21,206044,62503,Redtails,SUK,NA,R/Karambi,
2017-04-21,206020,62391,Redtails,SUK,NA,S/8,
2017-04-21,206020,62391,Redtails,SUK,NA,S/8,
2017-04-21,205913,62432,Redtails,SUK,NA,Q/5,
2017-04-21,205843,62507,Redtails,SUK,NA,Karambi rd.,
2017-04-21,205843,62507,Redtails,SUK,NA,Karambi rd.,
2017-04-21,205965,62600,Redtails,SUK,NA,Census rd.,
2017-04-21,206111,62631,Redtails,SUK,NA,Q/11,
2017-04-21,206133,62640,Redtails,SUK,NA,Q/12,
2017-04-21,206133,62640,Redtails,SUK,NA,Q/12,
2017-04-21,206133,62640,Redtails,SUK,NA,Q/12,
2017-04-25,205728,62360,Redtails,KYO,NA,Nursery rd.,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-04-25,205871,62309,Redtails,KYO,NA,R/Blaze,
2017-04-25,205871,62309,Redtails,KYO,NA,R/Blaze,
2017-04-25,205906,62200,Redtails,KYO,NA,Baboon trail/MUBFS,
2017-04-25,205906,62200,Redtails,KYO,NA,Baboon trail/MUBFS,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-04-25,205853,62191,Redtails,KYO,NA,MUBFS,
2017-05-22,205690,62626,Redtails,KYO,NA,Trail/13,
2017-05-22,205681,62753,Redtails,KYO,NA,Mikana logged,
2017-05-22,205787,62780,Redtails,KYO,NA,Mikana logged,
2017-05-22,205787,62780,Redtails,KYO,NA,Mikana logged,
2017-05-22,205787,62780,Redtails,KYO,NA,Mikana logged,
2017-05-22,205808,62543,Redtails,KYO,NA,Trail/12,
2017-05-22,205808,62543,Redtails,KYO,NA,Trail/12,
2017-05-22,205775,62506,Redtails,KYO,NA,Basuta house,
2017-05-22,205775,62506,Redtails,KYO,NA,Basuta house,
2017-05-22,205775,62506,Redtails,KYO,NA,Basuta house,
2017-05-22,205690,62626,Redtails,KYO,NA,Trail/13,
2017-05-22,205690,62626,Redtails,KYO,NA,Trail/13,
2017-05-23,205425,62422,Redtails,KYO,NA,Tea-swamp,
2017-05-23,205425,62422,Redtails,KYO,NA,Tea-swamp,
2017-05-23,205558,62257,Redtails,KYO,NA,Park-boundary,
2017-05-23,205715,62245,Redtails,KYO,NA,Middle camp,
2017-05-23,205715,62245,Redtails,KYO,NA,Middle camp,
2017-05-23,205715,62245,Redtails,KYO,NA,Middle camp,
2017-05-23,205715,62245,Redtails,KYO,NA,Middle camp,
2017-05-23,205715,62245,Redtails,KYO,NA,Middle camp,
2017-05-23,205715,62245,Redtails,KYO,NA,Middle camp,
2017-05-26,205817,62751,Redtails,KYO,NA,Mikana logged,
2017-05-26,205619,62663,Redtails,KYO,NA,Mikana logged,
2017-05-26,205619,62663,Redtails,KYO,NA,Mikana logged,
2017-05-26,205619,62663,Redtails,KYO,NA,Mikana logged,
2017-05-26,205598,62605,Redtails,KYO,NA,NA,
2017-05-26,205598,62605,Redtails,KYO,NA,NA,
2017-05-26,205614,62550,Redtails,KYO,NA,Nursary,
2017-05-26,205614,62550,Redtails,KYO,NA,Nursary,
2017-07-20,206149,62636,Redtails,BATEKAINE,NA,R/11,High canopy area 
2017-07-20,206149,62636,Redtails,BATEKAINE,NA,R/11,
2017-07-20,206106,62548,Redtails,BATEKAINE,NA,R/10,
2017-07-20,206106,62548,Redtails,BATEKAINE,NA,R/10,
2017-07-20,205985,62562,Redtails,BATEKAINE,NA,Census rd./Q8,
2017-07-20,205985,62562,Redtails,BATEKAINE,NA,Census rd./Q9,
2017-07-20,205985,62562,Redtails,BATEKAINE,NA,Census rd./Q10,
2017-07-20,205985,62562,Redtails,BATEKAINE,NA,Census rd./Q11,
2017-07-20,205985,62562,Redtails,BATEKAINE,NA,Census rd./Q12,
2017-07-20,205985,62562,Redtails,BATEKAINE,NA,Census rd./Q13,
2017-07-20,206106,62548,Redtails,BATEKAINE,NA,R/10,
2017-07-20,206106,62548,Redtails,BATEKAINE,NA,R/11,
2017-07-20,206106,62548,Redtails,BATEKAINE,NA,R/12,
2017-07-21,206138,62544,Redtails,BATEKAINE,NA,S/11,Group found 
2017-07-21,206188,62607,Redtails,BATEKAINE,NA,R/12,
2017-07-21,206188,62607,Redtails,BATEKAINE,NA,R/12,Same location 
2017-07-21,206188,62607,Redtails,BATEKAINE,NA,R/12,Same location 
2017-07-21,206188,62607,Redtails,BATEKAINE,NA,R/12,Same location 
2017-07-21,206188,62607,Redtails,BATEKAINE,NA,R/12,Same location 
2017-07-21,206116,62560,Redtails,BATEKAINE,NA,S/9,
2017-07-21,206116,62560,Redtails,BATEKAINE,NA,S/9,
2017-07-21,206116,62560,Redtails,BATEKAINE,NA,S/9,
2017-07-21,206116,62560,Redtails,BATEKAINE,NA,S/9,
2017-07-21,206116,62560,Redtails,BATEKAINE,NA,S/9,
2017-07-21,206116,62560,Redtails,BATEKAINE,NA,S/9,
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/12,Cloudy 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/12,Cloudy 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/12,Raining 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/12,Raining 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/12,Drizzling 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/10,GPS- ran out of batteries 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/10,Cloudy 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/10,Partly cloudy
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/10,Partly cloudy 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/9,Sunny
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/9,Sunny
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/9,Partly cloudy 
2017-07-22,206142,62615,Redtails,BATEKAINE,NA,R/9,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Opp. chapmans house ,
2017-07-24,205672,62522,Redtails,Camp,NA,Bhd. chapmans lab ,GPS not done because of rain 
2017-07-24,205687,62607,Redtails,Camp,NA,Bhd. chapmans lab ,
2017-07-24,205687,62607,Redtails,Camp,NA,Bhd. chapmans lab ,
2017-07-24,205687,62607,Redtails,Camp,NA,Bhd. chapmans lab ,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,Group found same location 
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205687,62615,Redtails,Camp,NA,Behind chapmans lab,
2017-07-25,205676,62659,Redtails,Camp,NA,mikana logged/ eco health ,
2017-07-25,205676,62659,Redtails,Camp,NA,mikana logged/ eco health ,
2017-07-25,205676,62659,Redtails,Camp,NA,mikana logged/ eco health ,
2017-07-25,205676,62659,Redtails,Camp,NA,mikana logged/ eco health ,
2017-07-25,205676,62659,Redtails,Camp,NA,mikana logged/ eco health ,
2017-07-26,205660,62688,Redtails,Camp,NA,"Bhd, Eco-helathy (logged area) ",Logged area 
2017-07-26,205660,62688,Redtails,Camp,NA,"Bhd, Eco-helathy (logged area) ",
2017-07-26,205660,62688,Redtails,Camp,NA,"Bhd, Eco-helathy (logged area) ",
2017-07-26,206779,62647,Redtails,Camp,NA,Bhd. KCP (logged area) ,
2017-07-26,205872,62532,Redtails,Camp,NA,Opp. Trail 6 Karambi ,Group found 
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-26,205850,62505,Redtails,Camp,NA,Opp. Trail 6 Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205878,62532,Redtails,Camp,NA,Trail 7/ Karambi Rd,
2017-07-27,205941,62513,Redtails,Camp,NA,Trail 7/ Karambi Rd,
2017-07-27,205941,62513,Redtails,Camp,NA,Trail 7/ Karambi Rd,
2017-07-27,205941,62513,Redtails,Camp,NA,Trail 7/ Karambi Rd,
2017-07-27,205941,62513,Redtails,Camp,NA,Trail 7/ Karambi Rd,
2017-07-27,205941,62513,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2017-07-27,205941,62513,Redtails,Camp,NA,Opp Trail 6/ Karambi ,
2014-08-08,205904,61995,Redtails,ZIKURU,NA,Baboon /MUBFS TANK,Group found 
2014-08-08,205904,61995,Redtails,ZIKURU,NA,Baboon /MUBFS TANK,
2014-08-08,205904,61995,Redtails,ZIKURU,NA,Baboon /MUBFS TANK,
2014-08-08,205904,61995,Redtails,ZIKURU,NA,Baboon /MUBFS TANK,
2014-08-08,205098,61936,Redtails,ZIKURU,NA,Behind baboon trail ,
2014-08-08,205098,61936,Redtails,ZIKURU,NA,Behind baboon trail ,
2014-08-08,205098,61936,Redtails,ZIKURU,NA,Behind baboon trail ,
2014-08-08,205098,61936,Redtails,ZIKURU,NA,Behind baboon trail ,
2014-08-08,205098,61936,Redtails,ZIKURU,NA,Baboon/ MUBFS Tank ,
2014-08-08,205098,61936,Redtails,ZIKURU,NA,Behind baboon trail ,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,"Group found same location, they haven't moved "
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ BBN,
2017-09-08,205880,62025,Redtails,ZIKURU,NA,MUBFS TANK/ Baboon trail ,
2017-10-08,205847,62198,Redtails,KASEMBO,NA,MUBFS (Balanites Trees),Cloudy/Drizzling 
2017-10-08,205847,62198,Redtails,KASEMBO,NA,MUBFS (Balanites Trees),
2017-10-08,205847,62198,Redtails,KASEMBO,NA,MUBFS (Balanites Trees),
2017-10-08,205847,62198,Redtails,KASEMBO,NA,MUBFS (Balanites Trees),
2017-10-08,205925,62162,Redtails,KASEMBO,NA,W/Bbn Trail ,
2017-10-08,205925,62162,Redtails,KASEMBO,NA,W/Bbn Trail ,
2017-10-08,205925,62162,Redtails,KASEMBO,NA,W/Bbn Trail ,
2017-10-08,205831,62067,Redtails,KASEMBO,NA,MUBFS Dormestories ,
2017-10-08,205831,62067,Redtails,KASEMBO,NA,Behind white houses latrine ,
2017-10-08,205831,62067,Redtails,KASEMBO,NA,Behind white houses latrine ,
2017-10-08,205831,62067,Redtails,KASEMBO,NA,Behind white houses latrine ,
2017-11-08,205801,62027,Redtails,KASEMBO,NA,LOC: White house ,
2017-11-08,205801,62027,Redtails,KASEMBO,NA,LOC: White house ,
2017-11-08,205801,62027,Redtails,KASEMBO,NA,LOC: White house ,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,MUBFS DOM,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,MUBFS DOM,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,MUBFS DOM,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,LOC White house ,Back to group found
2017-11-08,205838,62054,Redtails,KASEMBO,NA,LOC White house ,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,LOC White house ,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,LOC White house ,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,LOC White house ,
2017-11-08,205838,62054,Redtails,KASEMBO,NA,LOC White house ,
2017-12-08,205826,62065,Redtails,KASEMBO,NA,MUBFS ,Group found
2017-12-08,205826,62065,Redtails,KASEMBO,NA,MUBFS ,
2017-12-08,205826,62065,Redtails,KASEMBO,NA,MUBFS ,
2017-12-08,205826,62065,Redtails,KASEMBO,NA,MUBFS ,
2017-12-08,205826,62065,Redtails,KASEMBO,NA,MUBFS ,
2017-12-08,205826,62065,Redtails,KASEMBO,NA,MUBFS ,
2017-12-08,205867,61974,Redtails,KASEMBO,NA,Baboon trail/ Tanks,
2017-12-08,205867,61974,Redtails,KASEMBO,NA,Baboon trail/ MUBFS Tanks,Same Location 
2017-12-08,205867,61974,Redtails,KASEMBO,NA,Baboon trail/ MUBFS Tanks,
2017-12-08,205867,61974,Redtails,KASEMBO,NA,Baboon trail/ MUBFS Tanks,
2017-12-08,205867,61974,Redtails,KASEMBO,NA,Baboon trail/ MUBFS Tanks,
2017-12-08,205867,61974,Redtails,KASEMBO,NA,Baboon trail/ MUBFS Tanks,
2017-08-14,205885,62075,Redtails,KASEMBO,NA,Bhd MUBFS dorms ,
